# Chunk-averaged data for fix bowForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount c_bowComp
  1 42 -1.77373
  2 42 -0.854267
  3 42 1.26605
  4 42 -1.03339
  5 42 -0.00604563
  6 42 0.7688
  7 42 -3.20058
  8 42 -0.244105
  9 42 -1.0807
  10 42 -0.747695
  11 42 -3.06724
  12 42 1.89711
  13 42 -0.355029
  14 42 -1.54758
  15 42 2.29613
  16 42 -0.47493
  17 42 -2.15538
  18 42 -1.74477
  19 42 2.8999
  20 42 2.04451
50500 20 840
  1 42 1.34209
  2 42 -0.842633
  3 42 5.19856
  4 42 -1.41284
  5 42 4.0189
  6 42 -2.29054
  7 42 -0.668943
  8 42 -0.622318
  9 42 -0.789087
  10 42 -2.0421
  11 42 -2.04905
  12 42 -0.334438
  13 42 -1.4648
  14 42 -2.42587
  15 42 -0.0973921
  16 42 -0.0597263
  17 42 -1.0428
  18 42 2.9125
  19 42 0.195147
  20 42 1.18188
50600 20 840
  1 42 -0.0657113
  2 42 -2.27327
  3 42 -1.54513
  4 42 2.25216
  5 42 1.8986
  6 42 -0.724519
  7 42 -2.67893
  8 42 0.301716
  9 42 -1.82025
  10 42 -0.307616
  11 42 1.80358
  12 42 -1.56353
  13 42 2.93872
  14 42 -0.957998
  15 42 -3.28825
  16 42 0.72073
  17 42 3.58952
  18 42 0.548863
  19 42 -1.34248
  20 42 2.0858
50700 20 840
  1 42 0.755584
  2 42 0.571447
  3 42 3.23216
  4 42 -0.0744572
  5 42 -1.43561
  6 42 0.185645
  7 42 -0.599018
  8 42 0.851968
  9 42 -2.22282
  10 42 -0.422984
  11 42 -0.741433
  12 42 -1.68929
  13 42 2.42887
  14 42 1.68523
  15 42 -2.54884
  16 42 0.22736
  17 42 1.36312
  18 42 4.67271
  19 42 2.23384
  20 42 0.328057
50800 20 840
  1 42 1.17609
  2 42 -1.58222
  3 42 -1.07655
  4 42 -0.678676
  5 42 -0.626636
  6 42 1.29707
  7 42 1.66229
  8 42 2.36509
  9 42 0.984808
  10 42 0.798966
  11 42 -3.35644
  12 42 2.32984
  13 42 0.136998
  14 42 -0.590672
  15 42 -1.17735
  16 42 0.820424
  17 42 0.271337
  18 42 1.43374
  19 42 -2.68095
  20 42 -2.17263
50900 20 840
  1 42 0.52177
  2 42 0.758209
  3 42 0.159765
  4 42 -3.67361
  5 42 0.734932
  6 42 1.06559
  7 42 -2.05661
  8 42 -0.896752
  9 42 2.44457
  10 42 -1.96543
  11 42 -1.83001
  12 42 -1.31819
  13 42 -2.26272
  14 42 -0.12387
  15 42 2.53208
  16 42 0.718318
  17 42 0.864814
  18 42 -1.0646
  19 42 0.897012
  20 42 0.81633
51000 20 840
  1 42 1.56793
  2 42 0.987753
  3 42 2.4107
  4 42 -0.000798118
  5 42 1.53719
  6 42 0.091898
  7 42 0.0842901
  8 42 -0.210534
  9 42 4.97725
  10 42 1.46486
  11 42 -3.30528
  12 42 -0.961141
  13 42 2.05165
  14 42 1.23386
  15 42 -3.15411
  16 42 1.62801
  17 42 0.988447
  18 42 -2.10645
  19 42 0.441195
  20 42 -3.41362
51100 20 840
  1 42 1.03361
  2 42 1.43625
  3 42 1.38804
  4 42 0.463919
  5 42 1.74025
  6 42 -0.454977
  7 42 -0.0288605
  8 42 0.0815457
  9 42 -0.414837
  10 42 -2.68788
  11 42 0.300043
  12 42 1.5076
  13 42 -1.24614
  14 42 0.981182
  15 42 1.84773
  16 42 -0.159469
  17 42 -0.449734
  18 42 -0.963255
  19 42 -1.07438
  20 42 -1.3817
51200 20 840
  1 42 3.39571
  2 42 -0.0532517
  3 42 0.386967
  4 42 0.956222
  5 42 -1.43924
  6 42 4.67136
  7 42 0.788011
  8 42 4.00219
  9 42 -0.455794
  10 42 1.51965
  11 42 -5.12496
  12 42 0.375034
  13 42 -2.27635
  14 42 1.84091
  15 42 1.62145
  16 42 1.54223
  17 42 -1.7662
  18 42 1.0761
  19 42 4.60387
  20 42 1.90307
51300 20 840
  1 42 -1.21393
  2 42 1.9576
  3 42 0.242521
  4 42 -1.70838
  5 42 -0.980994
  6 42 -0.590516
  7 42 2.94405
  8 42 2.9128
  9 42 0.877711
  10 42 3.11854
  11 42 0.160679
  12 42 -1.83263
  13 42 -1.2151
  14 42 -0.0928562
  15 42 -0.268722
  16 42 -1.10654
  17 42 -1.60848
  18 42 -0.781597
  19 42 2.35019
  20 42 -0.900306
51400 20 840
  1 42 -0.259074
  2 42 2.44668
  3 42 -2.53808
  4 42 -3.06377
  5 42 2.22901
  6 42 1.58481
  7 42 -0.809567
  8 42 2.78316
  9 42 -0.0277826
  10 42 -0.481774
  11 42 -2.87808
  12 42 1.03715
  13 42 -1.91192
  14 42 -0.443394
  15 42 0.944018
  16 42 -2.89179
  17 42 -2.85412
  18 42 -1.2182
  19 42 -1.7648
  20 42 1.24696
51500 20 840
  1 42 0.683407
  2 42 2.00755
  3 42 0.686628
  4 42 1.93918
  5 42 2.18497
  6 42 -1.73536
  7 42 -1.72057
  8 42 2.36782
  9 42 1.62311
  10 42 1.80354
  11 42 -2.51328
  12 42 0.152037
  13 42 -0.685834
  14 42 -0.231592
  15 42 0.18507
  16 42 -0.4128
  17 42 0.757574
  18 42 1.32754
  19 42 -3.45901
  20 42 1.60406
51600 20 840
  1 42 0.683972
  2 42 -0.141721
  3 42 0.976636
  4 42 3.04026
  5 42 -0.481987
  6 42 0.0262961
  7 42 -1.2018
  8 42 1.41
  9 42 1.73868
  10 42 -0.591818
  11 42 1.34205
  12 42 -0.230382
  13 42 -2.51377
  14 42 -3.08439
  15 42 1.41079
  16 42 0.914253
  17 42 1.05077
  18 42 3.12036
  19 42 -0.0465403
  20 42 -0.936037
51700 20 840
  1 42 -3.71517
  2 42 -1.99222
  3 42 1.29208
  4 42 1.86181
  5 42 2.14723
  6 42 -1.5632
  7 42 1.18557
  8 42 2.64732
  9 42 -2.77496
  10 42 1.51879
  11 42 -0.901706
  12 42 0.175193
  13 42 -0.551466
  14 42 -1.53193
  15 42 2.41586
  16 42 0.959576
  17 42 -0.194761
  18 42 2.83848
  19 42 2.85849
  20 42 -1.21912
51800 20 840
  1 42 0.51965
  2 42 -2.21386
  3 42 2.02359
  4 42 -1.56071
  5 42 0.547259
  6 42 -3.19752
  7 42 1.84663
  8 42 2.53824
  9 42 -2.7781
  10 42 -1.09488
  11 42 -2.57106
  12 42 2.66517
  13 42 0.46424
  14 42 -0.691549
  15 42 -1.00487
  16 42 -0.460268
  17 42 0.338105
  18 42 0.435787
  19 42 2.6867
  20 42 1.02017
51900 20 840
  1 42 -0.23788
  2 42 3.35134
  3 42 -1.1353
  4 42 3.15095
  5 42 1.39934
  6 42 -2.42878
  7 42 2.76429
  8 42 2.18467
  9 42 -0.64061
  10 42 1.16503
  11 42 1.0485
  12 42 1.13678
  13 42 1.04532
  14 42 0.0310521
  15 42 0.633131
  16 42 -1.92129
  17 42 -3.43948
  18 42 4.52329
  19 42 -0.759129
  20 42 -0.402376
52000 20 840
  1 42 0.0554818
  2 42 4.77156
  3 42 1.32069
  4 42 -0.349221
  5 42 3.0718
  6 42 -0.766414
  7 42 -0.989836
  8 42 2.62991
  9 42 -3.05331
  10 42 1.94749
  11 42 2.22484
  12 42 -0.330582
  13 42 2.04378
  14 42 0.661387
  15 42 0.892194
  16 42 4.20187
  17 42 3.62964
  18 42 2.57946
  19 42 1.79322
  20 42 1.15232
52100 20 840
  1 42 3.32936
  2 42 1.85486
  3 42 -4.78438
  4 42 0.450194
  5 42 -1.08995
  6 42 1.49627
  7 42 4.73538
  8 42 2.01977
  9 42 -2.61156
  10 42 -0.570262
  11 42 1.81773
  12 42 0.587153
  13 42 1.33857
  14 42 -0.0959939
  15 42 -1.37598
  16 42 0.0707869
  17 42 2.07371
  18 42 4.68194
  19 42 0.459317
  20 42 1.58714
52200 20 840
  1 42 -0.347475
  2 42 -1.15251
  3 42 -0.59638
  4 42 -1.4209
  5 42 -0.641144
  6 42 -0.407851
  7 42 0.421426
  8 42 1.68846
  9 42 0.921414
  10 42 -1.31222
  11 42 -0.0455993
  12 42 0.439778
  13 42 1.21987
  14 42 0.0294629
  15 42 -1.10357
  16 42 2.72493
  17 42 2.29639
  18 42 -2.63529
  19 42 1.32954
  20 42 -2.36675
52300 20 840
  1 42 1.24577
  2 42 -0.159823
  3 42 1.06996
  4 42 -2.176
  5 42 1.02725
  6 42 -1.57629
  7 42 1.63545
  8 42 1.1473
  9 42 0.815442
  10 42 -0.484878
  11 42 -1.02675
  12 42 0.00940639
  13 42 -2.40534
  14 42 0.0221628
  15 42 -0.504298
  16 42 -1.39831
  17 42 -3.60064
  18 42 2.73766
  19 42 -0.371583
  20 42 -1.73698
52400 20 840
  1 42 0.908602
  2 42 -3.10222
  3 42 0.953382
  4 42 0.877723
  5 42 -1.33269
  6 42 3.40309
  7 42 -0.979119
  8 42 0.880095
  9 42 -1.34978
  10 42 3.13792
  11 42 -1.46349
  12 42 1.40472
  13 42 2.85821
  14 42 2.91506
  15 42 1.5641
  16 42 0.467667
  17 42 1.65647
  18 42 -2.47601
  19 42 -1.94724
  20 42 1.8369
52500 20 840
  1 42 -0.734541
  2 42 2.73333
  3 42 0.494554
  4 42 -0.624971
  5 42 -0.223884
  6 42 0.972471
  7 42 2.34995
  8 42 -0.513568
  9 42 -2.45738
  10 42 -0.140155
  11 42 -3.6145
  12 42 -0.871108
  13 42 0.322511
  14 42 3.92503
  15 42 0.64076
  16 42 0.116555
  17 42 0.432164
  18 42 0.562906
  19 42 -0.283044
  20 42 -1.2476
52600 20 840
  1 42 1.56556
  2 42 -0.319695
  3 42 0.220353
  4 42 0.222102
  5 42 -0.531939
  6 42 0.164604
  7 42 1.94959
  8 42 0.784967
  9 42 -0.990041
  10 42 0.153159
  11 42 1.73831
  12 42 -0.724846
  13 42 0.467527
  14 42 -1.64326
  15 42 -0.0691293
  16 42 0.282688
  17 42 1.56712
  18 42 -2.17806
  19 42 1.72985
  20 42 -0.0317434
52700 20 840
  1 42 1.47211
  2 42 0.17968
  3 42 -7.06634
  4 42 0.876674
  5 42 0.333311
  6 42 -0.0855048
  7 42 0.959839
  8 42 1.31968
  9 42 -0.15812
  10 42 -0.444479
  11 42 -0.793068
  12 42 -2.88814
  13 42 1.56939
  14 42 1.19138
  15 42 0.967676
  16 42 2.3577
  17 42 -0.966538
  18 42 -2.10206
  19 42 -1.20718
  20 42 4.13386
52800 20 840
  1 42 0.232413
  2 42 -1.17415
  3 42 1.91978
  4 42 -1.0934
  5 42 1.53738
  6 42 0.24936
  7 42 -1.48792
  8 42 -0.804818
  9 42 -1.61174
  10 42 1.04938
  11 42 -1.0631
  12 42 -0.969585
  13 42 -0.913396
  14 42 -0.383889
  15 42 -1.79923
  16 42 0.662899
  17 42 0.962766
  18 42 2.07974
  19 42 -4.22993
  20 42 -0.99818
52900 20 840
  1 42 -2.51339
  2 42 -0.252832
  3 42 0.659026
  4 42 -1.27517
  5 42 0.806918
  6 42 1.8718
  7 42 0.138534
  8 42 -0.0486169
  9 42 -4.41136
  10 42 -4.45665
  11 42 -1.64093
  12 42 1.9208
  13 42 0.0729902
  14 42 -0.13327
  15 42 -0.0586672
  16 42 0.710011
  17 42 0.945414
  18 42 -2.68364
  19 42 2.33508
  20 42 -0.90567
53000 20 840
  1 42 -1.51874
  2 42 1.18723
  3 42 1.43054
  4 42 2.40537
  5 42 -0.0495828
  6 42 -0.0923064
  7 42 0.025577
  8 42 0.237969
  9 42 -0.450263
  10 42 -0.456989
  11 42 -0.728207
  12 42 1.05266
  13 42 -0.411295
  14 42 -1.15762
  15 42 0.757007
  16 42 0.827111
  17 42 -1.76886
  18 42 1.27896
  19 42 -0.765205
  20 42 -0.817329
53100 20 840
  1 42 -2.73995
  2 42 -1.46303
  3 42 -2.08519
  4 42 -0.17587
  5 42 2.64861
  6 42 -1.82642
  7 42 -0.215788
  8 42 1.32438
  9 42 -2.11666
  10 42 2.06727
  11 42 -1.40399
  12 42 -0.888367
  13 42 3.15363
  14 42 0.851603
  15 42 -3.22234
  16 42 2.10195
  17 42 5.20044
  18 42 -1.39955
  19 42 1.22857
  20 42 -1.05794
53200 20 840
  1 42 1.03726
  2 42 -0.970273
  3 42 0.394068
  4 42 0.418357
  5 42 -0.844819
  6 42 -1.74961
  7 42 1.59761
  8 42 1.29269
  9 42 -3.45238
  10 42 -0.511451
  11 42 3.67491
  12 42 -0.0203353
  13 42 -1.18864
  14 42 2.16633
  15 42 2.30938
  16 42 -0.580216
  17 42 2.24033
  18 42 4.58564
  19 42 1.15739
  20 42 -2.14901
53300 20 840
  1 42 -0.475304
  2 42 0.102174
  3 42 -0.286782
  4 42 -1.26819
  5 42 -1.90927
  6 42 -2.63361
  7 42 3.99582
  8 42 -0.155043
  9 42 -4.59199
  10 42 0.160759
  11 42 -0.755401
  12 42 -0.208636
  13 42 -0.338524
  14 42 2.31414
  15 42 -1.03097
  16 42 0.352666
  17 42 0.112431
  18 42 1.60061
  19 42 -2.47891
  20 42 1.27037
53400 20 840
  1 42 1.73909
  2 42 1.23514
  3 42 -3.20767
  4 42 0.132356
  5 42 -0.569203
  6 42 1.57644
  7 42 -1.52781
  8 42 -1.50832
  9 42 1.56508
  10 42 -2.83486
  11 42 1.16588
  12 42 -0.995166
  13 42 1.47549
  14 42 0.637561
  15 42 -2.48393
  16 42 -3.50925
  17 42 -1.0422
  18 42 0.262766
  19 42 0.764527
  20 42 4.07404
53500 20 840
  1 42 1.69973
  2 42 3.33121
  3 42 1.0643
  4 42 0.732074
  5 42 1.80392
  6 42 -1.91449
  7 42 0.589831
  8 42 -0.660485
  9 42 2.64006
  10 42 0.0997844
  11 42 -2.85097
  12 42 -1.03107
  13 42 2.15076
  14 42 0.288821
  15 42 -1.187
  16 42 2.59292
  17 42 -0.576082
  18 42 0.608049
  19 42 1.63672
  20 42 0.299793
53600 20 840
  1 42 0.311151
  2 42 -0.533306
  3 42 2.65572
  4 42 0.236103
  5 42 2.54854
  6 42 1.32504
  7 42 0.910919
  8 42 0.393729
  9 42 -2.24708
  10 42 -2.31429
  11 42 2.0777
  12 42 -0.189439
  13 42 -0.245998
  14 42 -1.64175
  15 42 0.618747
  16 42 -2.66308
  17 42 1.99558
  18 42 3.48805
  19 42 0.771375
  20 42 0.758819
53700 20 840
  1 42 1.49147
  2 42 0.104208
  3 42 3.94179
  4 42 2.47122
  5 42 -2.0103
  6 42 3.31784
  7 42 -1.79056
  8 42 0.0789886
  9 42 0.0512365
  10 42 -0.00300078
  11 42 -2.21142
  12 42 -1.58934
  13 42 0.776075
  14 42 1.15861
  15 42 -0.507551
  16 42 -1.57549
  17 42 -3.35972
  18 42 0.0381732
  19 42 3.02184
  20 42 -2.6024
53800 20 840
  1 42 -2.03404
  2 42 -0.96806
  3 42 0.942969
  4 42 0.801401
  5 42 -0.121021
  6 42 -0.109602
  7 42 -1.36134
  8 42 -1.37599
  9 42 0.978204
  10 42 -0.0935624
  11 42 -2.93203
  12 42 -2.47294
  13 42 0.695168
  14 42 -0.642971
  15 42 -0.307245
  16 42 -0.365234
  17 42 -1.4462
  18 42 -1.12859
  19 42 -3.94301
  20 42 -1.54817
53900 20 840
  1 42 1.00398
  2 42 1.12107
  3 42 -1.30118
  4 42 2.01051
  5 42 2.92143
  6 42 0.487637
  7 42 0.537423
  8 42 0.796523
  9 42 1.01879
  10 42 0.938104
  11 42 -3.32874
  12 42 -2.37066
  13 42 -0.682161
  14 42 -0.225852
  15 42 -2.23624
  16 42 -1.04191
  17 42 0.615994
  18 42 -0.785148
  19 42 -0.615291
  20 42 3.32766
54000 20 840
  1 42 2.00003
  2 42 0.752464
  3 42 -0.620223
  4 42 1.74098
  5 42 -1.25948
  6 42 -2.22371
  7 42 -1.46022
  8 42 0.333687
  9 42 3.00792
  10 42 1.49648
  11 42 2.25424
  12 42 -2.47838
  13 42 -0.313848
  14 42 1.71683
  15 42 1.26771
  16 42 0.528612
  17 42 3.62673
  18 42 -2.92145
  19 42 0.992138
  20 42 0.321207
54100 20 840
  1 42 -0.227044
  2 42 -0.725499
  3 42 -2.55022
  4 42 -1.43012
  5 42 3.44018
  6 42 0.577013
  7 42 -1.95956
  8 42 0.867593
  9 42 -2.63158
  10 42 -1.37844
  11 42 0.593408
  12 42 -1.32743
  13 42 -1.79689
  14 42 -0.668346
  15 42 -2.9512
  16 42 -0.153331
  17 42 0.145093
  18 42 2.19874
  19 42 1.56578
  20 42 -2.46307
54200 20 840
  1 42 -1.66679
  2 42 -1.9891
  3 42 0.704339
  4 42 -3.56659
  5 42 0.626396
  6 42 0.712911
  7 42 -6.66142
  8 42 0.0782754
  9 42 -1.0088
  10 42 -0.873208
  11 42 -4.37441
  12 42 0.159149
  13 42 -0.172435
  14 42 1.54304
  15 42 -1.64928
  16 42 0.403676
  17 42 1.75974
  18 42 -4.31619
  19 42 0.365836
  20 42 -0.0381689
54300 20 840
  1 42 0.333977
  2 42 1.67092
  3 42 -4.4647
  4 42 -1.22952
  5 42 0.618943
  6 42 -2.14712
  7 42 -1.46509
  8 42 0.415924
  9 42 0.724078
  10 42 -0.0149765
  11 42 -0.868606
  12 42 -0.927149
  13 42 -0.109863
  14 42 0.939209
  15 42 -0.787217
  16 42 -0.207982
  17 42 0.091089
  18 42 -0.698666
  19 42 2.99917
  20 42 -3.65372
54400 20 840
  1 42 -2.82637
  2 42 1.62418
  3 42 -0.883998
  4 42 0.355088
  5 42 2.27309
  6 42 1.03208
  7 42 -1.42853
  8 42 -1.209
  9 42 -0.0958224
  10 42 1.12894
  11 42 0.103222
  12 42 1.02303
  13 42 -0.134037
  14 42 -0.447394
  15 42 -2.05622
  16 42 1.21369
  17 42 -0.478777
  18 42 -0.218505
  19 42 2.3917
  20 42 -1.02914
54500 20 840
  1 42 0.433597
  2 42 3.33228
  3 42 -1.51047
  4 42 -0.861552
  5 42 -1.21748
  6 42 -0.473301
  7 42 0.357589
  8 42 1.40988
  9 42 0.0368344
  10 42 0.209174
  11 42 -1.77068
  12 42 1.34254
  13 42 0.723023
  14 42 0.64768
  15 42 3.55221
  16 42 3.54579
  17 42 0.740201
  18 42 1.95637
  19 42 3.67969
  20 42 0.463693
54600 20 840
  1 42 1.55231
  2 42 -1.8792
  3 42 -2.3277
  4 42 -2.12089
  5 42 1.69672
  6 42 -0.383594
  7 42 3.16037
  8 42 -0.337046
  9 42 3.53068
  10 42 2.24358
  11 42 -0.897228
  12 42 -1.76627
  13 42 -1.93805
  14 42 -1.18385
  15 42 1.14621
  16 42 -2.28432
  17 42 0.43937
  18 42 1.56959
  19 42 -3.21746
  20 42 -1.74849
54700 20 840
  1 42 -0.442134
  2 42 -2.50384
  3 42 -0.972581
  4 42 -0.154077
  5 42 3.75885
  6 42 -3.21793
  7 42 -2.19286
  8 42 0.45438
  9 42 -1.93307
  10 42 -0.266519
  11 42 2.02998
  12 42 -1.17392
  13 42 -0.278524
  14 42 1.22595
  15 42 -3.13687
  16 42 -1.01936
  17 42 2.8899
  18 42 1.07914
  19 42 1.82575
  20 42 -3.62732
54800 20 840
  1 42 3.11382
  2 42 1.50246
  3 42 0.202536
  4 42 1.47884
  5 42 -0.977292
  6 42 0.327043
  7 42 0.374213
  8 42 2.92681
  9 42 -1.4359
  10 42 1.4735
  11 42 -0.601918
  12 42 1.02008
  13 42 1.44007
  14 42 -0.0693549
  15 42 0.609902
  16 42 -1.1255
  17 42 -5.53969
  18 42 3.19814
  19 42 -0.337383
  20 42 3.58254
54900 20 840
  1 42 0.818619
  2 42 0.209571
  3 42 -0.345637
  4 42 0.0208428
  5 42 0.755167
  6 42 2.42293
  7 42 2.3814
  8 42 3.08654
  9 42 1.89064
  10 42 0.261375
  11 42 -0.603488
  12 42 0.780265
  13 42 2.84554
  14 42 -0.670154
  15 42 -3.46121
  16 42 -0.250965
  17 42 0.661025
  18 42 2.92747
  19 42 2.71203
  20 42 4.32586
55000 20 840
  1 42 -0.0389837
  2 42 2.82551
  3 42 -0.938156
  4 42 1.60883
  5 42 2.57831
  6 42 0.992943
  7 42 -0.323234
  8 42 1.09648
  9 42 -0.164926
  10 42 1.1603
  11 42 -0.261186
  12 42 -1.67014
  13 42 -2.99447
  14 42 -1.96732
  15 42 2.17179
  16 42 1.31905
  17 42 0.208297
  18 42 1.66207
  19 42 3.86872
  20 42 -1.73695
55100 20 840
  1 42 -0.455118
  2 42 -2.21436
  3 42 1.377
  4 42 0.148595
  5 42 2.56894
  6 42 -1.38441
  7 42 0.553571
  8 42 0.38037
  9 42 -2.20261
  10 42 1.44595
  11 42 0.0724832
  12 42 -2.89627
  13 42 -0.126874
  14 42 -2.81004
  15 42 0.636506
  16 42 -0.539298
  17 42 1.0114
  18 42 0.40264
  19 42 -0.588988
  20 42 -1.04176
55200 20 840
  1 42 0.782094
  2 42 -2.5874
  3 42 -1.02658
  4 42 3.54663
  5 42 2.01424
  6 42 3.62833
  7 42 -3.00225
  8 42 1.75161
  9 42 2.27819
  10 42 -3.00979
  11 42 -1.95342
  12 42 -3.18725
  13 42 -0.585964
  14 42 0.0621307
  15 42 -2.27457
  16 42 -1.30169
  17 42 -2.79382
  18 42 -0.44038
  19 42 -2.89289
  20 42 -1.34046
55300 20 840
  1 42 0.973724
  2 42 -0.941848
  3 42 6.37366
  4 42 0.757003
  5 42 0.806343
  6 42 -0.0417304
  7 42 -3.35924
  8 42 -0.978271
  9 42 1.41372
  10 42 0.410395
  11 42 -0.752459
  12 42 1.35096
  13 42 -3.80109
  14 42 -0.813507
  15 42 0.246075
  16 42 1.40076
  17 42 -1.22984
  18 42 1.78233
  19 42 -0.0749689
  20 42 -3.24009
55400 20 840
  1 42 -1.68466
  2 42 -1.48403
  3 42 -1.29636
  4 42 -0.140388
  5 42 1.4037
  6 42 0.842217
  7 42 3.06108
  8 42 1.15086
  9 42 -2.3939
  10 42 0.240874
  11 42 -0.763046
  12 42 -0.143558
  13 42 -0.150672
  14 42 -0.181356
  15 42 -1.15385
  16 42 2.1597
  17 42 1.15784
  18 42 0.331027
  19 42 3.51298
  20 42 1.05202
55500 20 840
  1 42 -1.9541
  2 42 1.4176
  3 42 1.45528
  4 42 -4.1004
  5 42 1.18832
  6 42 -0.144924
  7 42 -3.54994
  8 42 1.39071
  9 42 -1.83693
  10 42 1.57749
  11 42 0.561158
  12 42 -1.01111
  13 42 -0.780403
  14 42 0.329364
  15 42 -1.59962
  16 42 0.578128
  17 42 1.9732
  18 42 -3.70602
  19 42 0.429245
  20 42 -2.55863
55600 20 840
  1 42 0.636701
  2 42 -2.38783
  3 42 -1.68216
  4 42 -1.97187
  5 42 1.88315
  6 42 1.511
  7 42 -0.206628
  8 42 2.06933
  9 42 -1.7662
  10 42 -1.35968
  11 42 -2.15746
  12 42 -0.135366
  13 42 0.517829
  14 42 1.61593
  15 42 -1.87464
  16 42 1.79148
  17 42 1.64991
  18 42 1.19151
  19 42 0.907484
  20 42 -1.89982
55700 20 840
  1 42 -0.993611
  2 42 0.645442
  3 42 1.91919
  4 42 -1.13689
  5 42 -2.70577
  6 42 2.00049
  7 42 2.91009
  8 42 2.00056
  9 42 0.626157
  10 42 -0.665959
  11 42 2.12363
  12 42 -0.588027
  13 42 -0.55071
  14 42 1.77703
  15 42 -1.78122
  16 42 -0.834751
  17 42 -0.484396
  18 42 1.16291
  19 42 0.824103
  20 42 0.777126
55800 20 840
  1 42 -0.906059
  2 42 0.71951
  3 42 -1.3498
  4 42 -3.2954
  5 42 -1.19073
  6 42 0.584957
  7 42 2.19296
  8 42 -1.02781
  9 42 1.3355
  10 42 3.22203
  11 42 -0.010337
  12 42 0.210013
  13 42 -0.841168
  14 42 0.816653
  15 42 2.23392
  16 42 0.440949
  17 42 -1.32805
  18 42 -0.69394
  19 42 0.834566
  20 42 -0.700694
55900 20 840
  1 42 0.550945
  2 42 0.0653041
  3 42 -2.32156
  4 42 -2.53868
  5 42 2.18419
  6 42 0.0486881
  7 42 2.19367
  8 42 1.30068
  9 42 0.14007
  10 42 -2.05018
  11 42 -1.22578
  12 42 -0.442417
  13 42 0.131033
  14 42 -2.79175
  15 42 -0.42769
  16 42 -2.18142
  17 42 -0.919716
  18 42 -2.3969
  19 42 2.84916
  20 42 -1.54506
56000 20 840
  1 42 2.04719
  2 42 -0.32142
  3 42 2.77465
  4 42 0.0673141
  5 42 1.27365
  6 42 -1.47811
  7 42 -0.447553
  8 42 -0.144319
  9 42 -0.696331
  10 42 -1.81776
  11 42 0.467751
  12 42 1.68181
  13 42 -1.69562
  14 42 -0.61903
  15 42 1.1344
  16 42 2.60887
  17 42 -1.99168
  18 42 0.633193
  19 42 -0.703525
  20 42 1.14081
56100 20 840
  1 42 -0.0309241
  2 42 0.189605
  3 42 -1.00929
  4 42 -0.887065
  5 42 4.06253
  6 42 0.960446
  7 42 1.60937
  8 42 1.81562
  9 42 0.388904
  10 42 0.154915
  11 42 2.55097
  12 42 0.135699
  13 42 0.537007
  14 42 -1.61961
  15 42 3.72294
  16 42 -3.57235
  17 42 -0.296838
  18 42 3.10084
  19 42 -2.57789
  20 42 -0.573865
56200 20 840
  1 42 0.261913
  2 42 -1.29152
  3 42 -0.231692
  4 42 -1.67408
  5 42 1.15828
  6 42 2.3934
  7 42 3.47353
  8 42 1.31114
  9 42 0.113437
  10 42 -1.23559
  11 42 -1.05367
  12 42 -0.328107
  13 42 1.73715
  14 42 1.45241
  15 42 -3.87292
  16 42 -1.22258
  17 42 -1.20917
  18 42 1.91963
  19 42 2.61876
  20 42 2.40101
56300 20 840
  1 42 -1.98806
  2 42 -0.168159
  3 42 -2.35195
  4 42 -2.64616
  5 42 -1.14895
  6 42 -1.5964
  7 42 4.89911
  8 42 0.651693
  9 42 -0.919113
  10 42 -1.36896
  11 42 0.967996
  12 42 3.11315
  13 42 1.37452
  14 42 -1.58841
  15 42 0.0204225
  16 42 -1.43789
  17 42 -0.930244
  18 42 2.50789
  19 42 -1.32833
  20 42 3.09019
56400 20 840
  1 42 0.562419
  2 42 0.834251
  3 42 -1.06643
  4 42 -2.65756
  5 42 1.87488
  6 42 -1.46355
  7 42 3.73217
  8 42 1.75962
  9 42 2.31737
  10 42 1.94274
  11 42 1.17611
  12 42 -1.03819
  13 42 0.768185
  14 42 -2.32158
  15 42 -1.21945
  16 42 -1.11981
  17 42 1.86067
  18 42 -0.737557
  19 42 1.25304
  20 42 4.34665
56500 20 840
  1 42 0.875582
  2 42 -1.66425
  3 42 -0.471934
  4 42 1.29667
  5 42 -0.754032
  6 42 -1.37687
  7 42 -2.98928
  8 42 0.398636
  9 42 0.0638437
  10 42 -1.3918
  11 42 1.9763
  12 42 -0.194799
  13 42 0.742915
  14 42 0.251958
  15 42 -0.920464
  16 42 -0.0136487
  17 42 4.45067
  18 42 1.08372
  19 42 -0.437312
  20 42 -3.13024
56600 20 840
  1 42 -1.20879
  2 42 -1.40679
  3 42 4.10183
  4 42 -0.414539
  5 42 1.17242
  6 42 1.34818
  7 42 -3.3416
  8 42 1.24824
  9 42 -2.45255
  10 42 -3.25176
  11 42 -1.24724
  12 42 0.388067
  13 42 -0.107587
  14 42 1.26909
  15 42 0.147584
  16 42 1.77905
  17 42 1.46711
  18 42 1.4943
  19 42 -0.435675
  20 42 -4.09569
56700 20 840
  1 42 -1.27914
  2 42 -0.651267
  3 42 1.77087
  4 42 -0.60848
  5 42 -1.05088
  6 42 -0.590914
  7 42 1.73875
  8 42 1.62759
  9 42 0.420288
  10 42 -0.258234
  11 42 -1.39322
  12 42 1.26728
  13 42 0.39033
  14 42 3.50205
  15 42 -2.37933
  16 42 -2.95194
  17 42 0.255794
  18 42 -4.84338
  19 42 3.2977
  20 42 -1.60612
56800 20 840
  1 42 -1.37428
  2 42 2.63578
