# Chunk-averaged data for fix netEndForces and group all
# Timestep Number-of-chunks Total-count
# Chunk Ncount v_netEndForce
  18 42 0.542544
  19 42 -2.05841
  20 42 0.544145
76900 20 840
  1 42 0.0737225
  2 42 -0.189258
  3 42 -0.144401
  4 42 0.533754
  5 42 -1.28289
  6 42 -1.07969
  7 42 1.03876
  8 42 0.233454
  9 42 0.305258
  10 42 -0.493198
  11 42 0.311533
  12 42 -0.657116
  13 42 -0.868747
  14 42 -0.546993
  15 42 -0.67498
  16 42 -0.465587
  17 42 0.21432
  18 42 0.194405
  19 42 0.440866
  20 42 -1.28705
77000 20 840
  1 42 1.31616
  2 42 -0.816663
  3 42 -0.386439
  4 42 -0.0167686
  5 42 0.0822573
  6 42 -0.203547
  7 42 0.116702
  8 42 -0.307034
  9 42 0.245524
  10 42 -0.469082
  11 42 -0.226875
  12 42 1.84331
  13 42 1.14848
  14 42 0.75297
  15 42 0.368899
  16 42 0.504165
  17 42 -0.835744
  18 42 0.78489
  19 42 -0.493177
  20 42 -0.560798
77100 20 840
  1 42 0.200324
  2 42 -0.903512
  3 42 -0.442494
  4 42 0.778359
  5 42 0.142092
  6 42 -1.44614
  7 42 0.463072
  8 42 0.66348
  9 42 0.397063
  10 42 0.161181
  11 42 -1.31643
  12 42 -0.981475
  13 42 0.295758
  14 42 0.268792
  15 42 0.912794
  16 42 0.735845
  17 42 -0.101895
  18 42 -0.0142272
  19 42 0.740292
  20 42 0.637271
77200 20 840
  1 42 2.04754
  2 42 -0.868197
  3 42 0.908658
  4 42 0.425846
  5 42 0.223099
  6 42 0.63646
  7 42 -0.487204
  8 42 -0.012045
  9 42 0.324195
  10 42 -1.09728
  11 42 -0.953531
  12 42 0.243163
  13 42 -0.771305
  14 42 0.347156
  15 42 -1.01186
  16 42 0.444796
  17 42 0.867693
  18 42 -0.303258
  19 42 1.8968
  20 42 1.53811
77300 20 840
  1 42 -0.264221
  2 42 -0.874323
  3 42 1.41828
  4 42 -1.00284
  5 42 1.30671
  6 42 0.716334
  7 42 0.286332
  8 42 -0.464017
  9 42 -0.349894
  10 42 1.1495
  11 42 -1.39251
  12 42 0.23852
  13 42 -0.516234
  14 42 0.378857
  15 42 -0.132737
  16 42 -0.147944
  17 42 0.919171
  18 42 0.573586
  19 42 -0.870967
  20 42 0.717574
77400 20 840
  1 42 -0.13616
  2 42 -1.70612
  3 42 1.18011
  4 42 0.869627
  5 42 0.616062
  6 42 -0.221025
  7 42 -0.00680354
  8 42 0.460108
  9 42 -1.47629
  10 42 1.96662
  11 42 -0.817176
  12 42 1.62584
  13 42 1.1246
  14 42 -0.0439487
  15 42 -1.10706
  16 42 0.109068
  17 42 0.252174
  18 42 -0.876975
  19 42 -1.01729
  20 42 -1.62683
77500 20 840
  1 42 -0.615978
  2 42 -1.31581
  3 42 -0.413625
  4 42 -0.249382
  5 42 -0.506017
  6 42 -0.635573
  7 42 0.0719619
  8 42 0.825671
  9 42 0.940086
  10 42 0.772484
  11 42 2.70307
  12 42 -0.158985
  13 42 1.37037
  14 42 0.167887
  15 42 -1.57922
  16 42 0.601184
  17 42 -1.53829
  18 42 0.443752
  19 42 -0.550671
  20 42 0.343617
77600 20 840
  1 42 0.601381
  2 42 0.231446
  3 42 0.803583
  4 42 0.967224
  5 42 -0.0464039
  6 42 0.324584
  7 42 0.603738
  8 42 0.838049
  9 42 0.442526
  10 42 -0.401217
  11 42 -0.252639
  12 42 -0.227574
  13 42 -0.113382
  14 42 0.218465
  15 42 -0.105658
  16 42 -0.347933
  17 42 0.241974
  18 42 0.553243
  19 42 -0.610883
  20 42 -0.498009
77700 20 840
  1 42 0.721843
  2 42 -0.335446
  3 42 0.438584
  4 42 0.355174
  5 42 0.520267
  6 42 -0.138715
  7 42 0.485103
  8 42 -0.689383
  9 42 -0.666198
  10 42 -2.0891
  11 42 -1.17572
  12 42 0.19009
  13 42 1.14275
  14 42 0.528893
  15 42 0.332362
  16 42 0.602553
  17 42 1.42366
  18 42 1.021
  19 42 -1.37428
  20 42 1.50018
77800 20 840
  1 42 0.369127
  2 42 -0.959223
  3 42 1.40895
  4 42 -0.273157
  5 42 -0.485767
  6 42 -0.808702
  7 42 0.942677
  8 42 -0.218202
  9 42 -0.394396
  10 42 -0.0363724
  11 42 -1.67426
  12 42 0.633797
  13 42 0.706776
  14 42 0.030773
  15 42 0.276297
  16 42 1.19848
  17 42 -0.0340035
  18 42 -0.438644
  19 42 -1.15724
  20 42 0.798337
77900 20 840
  1 42 -0.566127
  2 42 -0.305367
  3 42 -0.212864
  4 42 1.53792
  5 42 -0.859075
  6 42 1.64377
  7 42 0.389681
  8 42 -0.718585
  9 42 0.345845
  10 42 -0.405667
  11 42 -0.78404
  12 42 -0.0404938
  13 42 0.424477
  14 42 -0.434988
  15 42 -0.210164
  16 42 0.8552
  17 42 0.725991
  18 42 -0.438268
  19 42 1.69723
  20 42 -0.665395
78000 20 840
  1 42 -0.745566
  2 42 0.972648
  3 42 -0.412632
  4 42 -0.267585
  5 42 1.1242
  6 42 0.00165744
  7 42 0.109755
  8 42 -0.743305
  9 42 0.767516
  10 42 0.497719
  11 42 1.36522
  12 42 0.803154
  13 42 0.218761
  14 42 0.997773
  15 42 0.592667
  16 42 -0.18482
  17 42 0.347912
  18 42 -0.242305
  19 42 -0.28184
  20 42 -0.618281
78100 20 840
  1 42 -0.995329
  2 42 -0.622892
  3 42 0.00354966
  4 42 0.0299017
  5 42 0.257747
  6 42 -0.151459
  7 42 1.57966
  8 42 -0.0199666
  9 42 1.23248
  10 42 0.881314
  11 42 0.23496
  12 42 -1.54184
  13 42 -1.54072
  14 42 -0.431877
  15 42 0.96784
  16 42 -1.15719
  17 42 -0.187922
  18 42 -0.0914037
  19 42 0.806736
  20 42 1.41209
78200 20 840
  1 42 1.17599
  2 42 -0.884226
  3 42 0.223766
  4 42 -0.71502
  5 42 0.558001
  6 42 0.167354
  7 42 -2.40576
  8 42 -0.260719
  9 42 0.527919
  10 42 -1.49736
  11 42 1.71899
  12 42 0.275513
  13 42 -0.60194
  14 42 0.0733369
  15 42 -0.201541
  16 42 1.50831
  17 42 -0.621853
  18 42 0.915396
  19 42 1.18373
  20 42 1.66612
78300 20 840
  1 42 -0.745552
  2 42 -0.233943
  3 42 0.997498
  4 42 1.33275
  5 42 1.25501
  6 42 -0.643224
  7 42 -1.85913
  8 42 0.572165
  9 42 -0.381487
  10 42 0.949463
  11 42 -0.181826
  12 42 -1.8554
  13 42 0.60344
  14 42 -0.0377333
  15 42 -0.131183
  16 42 0.722029
  17 42 -1.70747
  18 42 0.524234
  19 42 -1.4184
  20 42 -0.0678809
78400 20 840
  1 42 -0.533498
  2 42 0.787765
  3 42 0.548483
  4 42 1.18372
  5 42 -0.476029
  6 42 -1.02773
  7 42 -0.488764
  8 42 1.03005
  9 42 -0.170855
  10 42 0.0776766
  11 42 0.646888
  12 42 -0.283504
  13 42 1.29901
  14 42 -0.772764
  15 42 -1.17581
  16 42 1.22833
  17 42 0.00877531
  18 42 -1.09124
  19 42 -0.155709
  20 42 1.07647
78500 20 840
  1 42 -1.58824
  2 42 2.47154
  3 42 0.0724815
  4 42 -1.41178
  5 42 -0.0396584
  6 42 -2.86523
  7 42 0.296201
  8 42 0.671571
  9 42 0.198629
  10 42 0.876112
  11 42 1.92702
  12 42 -1.26072
  13 42 -0.618011
  14 42 -0.492164
  15 42 -0.630371
  16 42 -0.147092
  17 42 -0.555534
  18 42 0.684608
  19 42 0.0192305
  20 42 1.2737
78600 20 840
  1 42 -0.0409342
  2 42 1.57145
  3 42 -0.0410922
  4 42 -0.631211
  5 42 -0.486805
  6 42 0.659069
  7 42 0.564559
  8 42 0.00531494
  9 42 -0.585751
  10 42 0.359398
  11 42 1.28559
  12 42 -0.468025
  13 42 -0.57222
  14 42 -0.225125
  15 42 1.26579
  16 42 -1.24217
  17 42 -0.43679
  18 42 0.631156
  19 42 -0.412581
  20 42 -0.0743009
78700 20 840
  1 42 0.270091
  2 42 -1.07795
  3 42 -0.134385
  4 42 -1.08804
  5 42 -0.287393
  6 42 -0.84145
  7 42 0.531568
  8 42 -1.03768
  9 42 0.933157
  10 42 0.638084
  11 42 1.89112
  12 42 -0.309973
  13 42 0.192968
  14 42 0.247696
  15 42 0.659087
  16 42 0.0466133
  17 42 -0.566853
  18 42 0.106996
  19 42 -0.053891
  20 42 1.37642
78800 20 840
  1 42 0.302749
  2 42 -0.404128
  3 42 -0.868273
  4 42 0.529913
  5 42 0.437999
  6 42 -1.61359
  7 42 0.180097
  8 42 0.014502
  9 42 -0.833719
  10 42 0.829256
  11 42 0.293821
  12 42 0.190088
  13 42 -1.10637
  14 42 -0.555809
  15 42 1.39353
  16 42 0.710538
  17 42 -1.20313
  18 42 -0.922535
  19 42 -0.246746
  20 42 -0.660447
78900 20 840
  1 42 -0.682697
  2 42 0.00670461
  3 42 -0.338069
  4 42 0.648037
  5 42 -0.052051
  6 42 -0.100732
  7 42 -0.132695
  8 42 0.0740699
  9 42 -2.11631
  10 42 -1.20686
  11 42 -0.880437
  12 42 0.158367
  13 42 -0.924994
  14 42 -0.269221
  15 42 1.12056
  16 42 0.228035
  17 42 -0.72968
  18 42 -1.33365
  19 42 1.62069
  20 42 -0.61979
79000 20 840
  1 42 0.95193
  2 42 0.258543
  3 42 0.434119
  4 42 -0.886611
  5 42 0.812635
  6 42 -0.822249
  7 42 0.248487
  8 42 -0.616558
  9 42 -2.25598
  10 42 0.691507
  11 42 0.618692
  12 42 1.71214
  13 42 0.0275517
  14 42 0.552427
  15 42 -0.111391
  16 42 0.717906
  17 42 -0.998827
  18 42 -0.0762503
  19 42 -0.171886
  20 42 -0.29582
79100 20 840
  1 42 -0.26828
  2 42 -0.394312
  3 42 1.37073
  4 42 -0.303208
  5 42 0.275732
  6 42 0.154634
  7 42 -0.659742
  8 42 -0.735682
  9 42 -0.290836
  10 42 0.767291
  11 42 -1.15506
  12 42 -0.159175
  13 42 -0.612939
  14 42 -0.189262
  15 42 -0.448451
  16 42 0.218361
  17 42 0.165677
  18 42 -0.0402238
  19 42 0.412456
  20 42 0.773685
79200 20 840
  1 42 -0.208612
  2 42 -1.07853
  3 42 0.453776
  4 42 -0.303677
  5 42 0.973494
  6 42 0.291264
  7 42 -1.96627
  8 42 -0.585501
  9 42 0.524635
  10 42 -0.193998
  11 42 0.436244
  12 42 -0.125398
  13 42 -0.473211
  14 42 0.313862
  15 42 -0.962573
  16 42 1.00492
  17 42 0.638666
  18 42 1.0416
  19 42 -1.0547
  20 42 -0.108714
79300 20 840
  1 42 -0.637696
  2 42 0.232962
  3 42 -0.759166
  4 42 -0.295864
  5 42 0.800764
  6 42 0.0848556
  7 42 0.911107
  8 42 1.08799
  9 42 0.482286
  10 42 0.483902
  11 42 -0.178395
  12 42 -1.39634
  13 42 0.017295
  14 42 0.335248
  15 42 -0.0385105
  16 42 -1.44341
  17 42 -0.551252
  18 42 -0.126304
  19 42 -0.123209
  20 42 0.407356
79400 20 840
  1 42 0.467438
  2 42 -0.456576
  3 42 -1.5907
  4 42 -0.461634
  5 42 -0.33666
  6 42 0.95281
  7 42 -0.144046
  8 42 0.731173
  9 42 -0.105629
  10 42 -1.39698
  11 42 0.15807
  12 42 2.30348
  13 42 1.14107
  14 42 0.507297
  15 42 -1.02022
  16 42 0.653586
  17 42 1.25906
  18 42 0.357098
  19 42 -0.41052
  20 42 -0.321472
79500 20 840
  1 42 0.629506
  2 42 0.369301
  3 42 -2.23581
  4 42 0.396916
  5 42 0.111475
  6 42 -0.699402
  7 42 -0.116674
  8 42 -0.103464
  9 42 0.89191
  10 42 0.124101
  11 42 -0.676929
  12 42 0.426702
  13 42 -0.292794
  14 42 0.748515
  15 42 -1.02294
  16 42 -0.217879
  17 42 -0.910649
  18 42 1.52734
  19 42 0.780105
  20 42 -0.70203
79600 20 840
  1 42 0.996168
  2 42 0.0488763
  3 42 -0.557531
  4 42 0.842123
  5 42 -0.913642
  6 42 0.244002
  7 42 -1.47411
  8 42 -0.782887
  9 42 -0.18337
  10 42 0.394537
  11 42 -1.021
  12 42 0.414491
  13 42 -0.469433
  14 42 0.238415
  15 42 0.551821
  16 42 0.479798
  17 42 0.74592
  18 42 0.4314
  19 42 0.510938
  20 42 -1.13435
79700 20 840
  1 42 0.0291489
  2 42 -0.393933
  3 42 -0.869724
  4 42 0.429147
  5 42 0.580595
  6 42 -0.172511
  7 42 -0.972454
  8 42 -1.52411
  9 42 0.843065
  10 42 0.945609
  11 42 -1.49815
  12 42 0.958883
  13 42 -0.60336
  14 42 -0.221846
  15 42 -0.46698
  16 42 -0.383725
  17 42 1.45912
  18 42 1.20579
  19 42 -0.541037
  20 42 1.54201
79800 20 840
  1 42 0.100141
  2 42 0.175054
  3 42 -1.82237
  4 42 -0.193141
  5 42 -0.215971
  6 42 -0.248708
  7 42 0.858445
  8 42 0.168106
  9 42 -0.133863
  10 42 1.06986
  11 42 -0.277807
  12 42 1.28875
  13 42 -0.487255
  14 42 0.131016
  15 42 -0.0978856
  16 42 -0.999366
  17 42 0.12427
  18 42 0.417555
  19 42 0.713101
  20 42 -1.12055
79900 20 840
  1 42 0.725086
  2 42 -0.72061
  3 42 -0.154146
  4 42 1.05293
  5 42 -0.178878
  6 42 0.0180008
  7 42 -0.226933
  8 42 0.0100767
  9 42 0.870124
  10 42 -0.861307
  11 42 -0.160411
  12 42 -0.986384
  13 42 0.423229
  14 42 -0.101785
  15 42 -0.879542
  16 42 -0.392649
  17 42 -1.23622
  18 42 -0.803332
  19 42 3.15176
  20 42 -1.26252
80000 20 840
  1 42 0.848013
  2 42 -0.477847
  3 42 1.40584
  4 42 -0.527118
  5 42 -0.0790882
  6 42 -0.251285
  7 42 0.718069
  8 42 0.195217
  9 42 -0.00626693
  10 42 0.717195
  11 42 0.150391
  12 42 0.0631563
  13 42 0.32616
  14 42 -0.0301307
  15 42 -0.369215
  16 42 -0.297865
  17 42 -0.36877
  18 42 1.34935
  19 42 -1.41053
  20 42 1.08081
80100 20 840
  1 42 0.146426
  2 42 -1.16977
  3 42 1.8511
  4 42 0.756321
  5 42 0.577429
  6 42 0.36054
  7 42 -0.755153
  8 42 0.591804
  9 42 -0.229951
  10 42 -1.78747
  11 42 -2.55678
  12 42 -1.55434
  13 42 -0.267518
  14 42 -1.24049
  15 42 -0.0377085
  16 42 -1.00745
  17 42 1.57359
  18 42 0.848652
  19 42 -0.976249
  20 42 0.555918
80200 20 840
  1 42 1.93742
  2 42 0.742006
  3 42 0.634412
  4 42 0.336722
  5 42 1.74658
  6 42 0.502958
  7 42 0.541828
  8 42 0.989863
  9 42 -1.07229
  10 42 -1.16885
  11 42 0.432181
  12 42 -0.14288
  13 42 0.652177
  14 42 0.126402
  15 42 -0.834894
  16 42 0.669914
  17 42 0.522801
  18 42 -1.16125
  19 42 -2.8104
  20 42 -0.749126
80300 20 840
  1 42 -0.505631
  2 42 0.460304
  3 42 1.16399
  4 42 0.034032
  5 42 -1.65928
  6 42 0.210228
  7 42 1.38987
  8 42 1.39572
  9 42 -1.15204
  10 42 0.719691
  11 42 1.16239
  12 42 0.122093
  13 42 0.183028
  14 42 0.0238923
  15 42 -1.51685
  16 42 -0.951532
  17 42 -0.510671
  18 42 -0.286782
  19 42 -1.24852
  20 42 -0.318373
80400 20 840
  1 42 -0.640015
  2 42 0.0714557
  3 42 -0.96129
  4 42 1.34115
  5 42 -2.58871
  6 42 1.62855
  7 42 2.08335
  8 42 -0.0606161
  9 42 -0.924818
  10 42 -1.03012
  11 42 1.64215
  12 42 0.944068
  13 42 1.60778
  14 42 0.0528462
  15 42 -1.04832
  16 42 0.58682
  17 42 1.22101
  18 42 -0.455304
  19 42 0.148507
  20 42 0.0147587
80500 20 840
  1 42 -1.38092
  2 42 0.859629
  3 42 1.06065
  4 42 0.0511236
  5 42 1.49618
  6 42 1.37353
  7 42 0.960049
  8 42 -0.179004
  9 42 -1.10017
  10 42 0.162711
  11 42 0.0373968
  12 42 -1.88109
  13 42 -0.953339
  14 42 -0.010118
  15 42 -0.75937
  16 42 -0.903417
  17 42 -1.37144
  18 42 -0.602247
  19 42 0.688489
  20 42 0.147448
80600 20 840
  1 42 0.719437
  2 42 -0.762401
  3 42 -0.68426
  4 42 -0.500011
  5 42 -0.789438
  6 42 1.70547
  7 42 -0.408757
  8 42 -0.906628
  9 42 -1.68827
  10 42 -0.195235
  11 42 -0.51871
  12 42 0.636306
  13 42 -0.210998
  14 42 -0.721507
  15 42 0.548851
  16 42 2.31724
  17 42 -0.14524
  18 42 -1.09983
  19 42 -2.44633
  20 42 0.0815185
80700 20 840
  1 42 -0.842006
  2 42 -0.420361
  3 42 -1.13847
  4 42 0.443706
  5 42 -1.4756
  6 42 -0.576084
  7 42 -1.09569
  8 42 -0.630376
  9 42 0.196435
  10 42 0.771566
  11 42 -2.09633
  12 42 1.82876
  13 42 -0.261466
  14 42 -0.325661
  15 42 0.7843
  16 42 1.16632
  17 42 -0.554924
  18 42 -0.82815
  19 42 -1.02066
  20 42 -0.112177
80800 20 840
  1 42 -1.25346
  2 42 0.0392885
  3 42 -0.834727
  4 42 0.221378
  5 42 -0.289036
  6 42 -0.828292
  7 42 -0.975822
  8 42 0.267902
  9 42 -1.74279
  10 42 1.06803
  11 42 0.401443
  12 42 0.0311784
  13 42 -0.375099
  14 42 -0.699815
  15 42 0.387486
  16 42 1.68219
  17 42 -1.15624
  18 42 -1.1622
  19 42 -0.0703557
  20 42 -1.99034
80900 20 840
  1 42 -1.36645
  2 42 1.38506
  3 42 -0.311336
  4 42 -0.238671
  5 42 -0.310311
  6 42 -1.04129
  7 42 0.169993
  8 42 -0.150387
  9 42 1.59855
  10 42 0.0038756
  11 42 1.0093
  12 42 -1.24404
  13 42 -0.357385
  14 42 -0.670569
  15 42 -1.60856
  16 42 1.37395
  17 42 -0.290334
  18 42 0.180172
  19 42 2.01739
  20 42 2.8105
81000 20 840
  1 42 -0.632145
  2 42 0.878359
  3 42 -0.862674
  4 42 -2.15548
  5 42 -0.35493
  6 42 -0.885444
  7 42 0.705127
  8 42 0.320536
  9 42 0.379733
  10 42 0.241107
  11 42 0.961663
  12 42 0.905888
  13 42 -0.334968
  14 42 0.311492
  15 42 0.859672
  16 42 1.17443
  17 42 1.15556
  18 42 1.44441
  19 42 -1.17107
  20 42 0.668067
81100 20 840
  1 42 0.669005
  2 42 -0.716515
  3 42 -1.35107
  4 42 -0.319488
  5 42 0.32352
  6 42 0.162992
  7 42 -0.287557
  8 42 -0.527062
  9 42 0.643389
  10 42 -1.14032
  11 42 0.257514
  12 42 -1.70879
  13 42 -0.614382
  14 42 0.246026
  15 42 0.343373
  16 42 -0.0661135
  17 42 -0.691728
  18 42 0.981439
  19 42 1.4045
  20 42 0.24573
81200 20 840
  1 42 1.11371
  2 42 1.32122
  3 42 -0.817652
  4 42 0.161183
  5 42 -0.210534
  6 42 -0.580938
  7 42 -1.80688
  8 42 0.681946
  9 42 0.834979
  10 42 1.70793
  11 42 1.76136
  12 42 0.105641
  13 42 -0.374818
  14 42 0.332622
  15 42 0.457174
  16 42 0.356626
  17 42 -0.983993
  18 42 -1.29458
  19 42 -1.25845
  20 42 -0.336314
81300 20 840
  1 42 -0.60444
  2 42 0.635473
  3 42 -0.99708
  4 42 0.546178
  5 42 -0.756386
  6 42 1.42621
  7 42 0.235224
  8 42 -0.0967199
  9 42 -0.428476
  10 42 -1.10291
  11 42 -0.714502
  12 42 0.370395
  13 42 -0.444621
  14 42 -0.0475942
  15 42 -0.465294
  16 42 -1.41247
  17 42 -0.192573
  18 42 0.431903
  19 42 0.0541041
  20 42 -0.159801
81400 20 840
  1 42 -0.427613
  2 42 0.889123
  3 42 0.723583
  4 42 0.302305
  5 42 -0.298174
  6 42 0.529671
  7 42 0.643358
  8 42 -0.167954
  9 42 -0.275235
  10 42 -0.728022
  11 42 0.986725
  12 42 1.15137
  13 42 -0.190393
  14 42 0.379508
  15 42 -0.13308
  16 42 -2.79833
  17 42 1.45585
  18 42 -0.288643
  19 42 1.41438
  20 42 0.793415
81500 20 840
  1 42 1.46393
  2 42 0.886812
  3 42 0.994921
  4 42 -1.24317
  5 42 1.32551
  6 42 -0.898219
  7 42 -0.775099
  8 42 -0.935095
  9 42 -2.58643
  10 42 1.94946
  11 42 0.636497
  12 42 -1.13431
  13 42 -0.722307
  14 42 -0.125735
  15 42 0.670086
  16 42 -0.394248
  17 42 -1.58542
  18 42 0.277277
  19 42 2.02466
  20 42 1.55056
81600 20 840
  1 42 0.733146
  2 42 -1.01529
  3 42 0.566573
  4 42 -1.04206
  5 42 0.0229035
  6 42 -0.464277
  7 42 0.015079
  8 42 -1.13199
  9 42 -0.860051
  10 42 0.983489
  11 42 0.227048
  12 42 0.893933
  13 42 0.928448
  14 42 -0.754565
  15 42 1.20569
  16 42 -0.169719
  17 42 0.392015
  18 42 -0.883465
  19 42 -0.991445
  20 42 -1.28567
81700 20 840
  1 42 -0.720637
  2 42 -0.778355
  3 42 -0.0889182
  4 42 0.851326
  5 42 0.301594
  6 42 -2.52327
  7 42 0.593902
  8 42 0.0281425
  9 42 1.55179
  10 42 0.503213
  11 42 -1.62035
  12 42 -0.772009
  13 42 -0.157822
  14 42 -0.253178
  15 42 0.042125
  16 42 0.0539403
  17 42 -0.363556
  18 42 -0.747295
  19 42 0.444047
  20 42 0.0302432
81800 20 840
  1 42 -0.0891433
  2 42 0.206562
  3 42 0.54019
  4 42 -1.69994
  5 42 -0.0810333
  6 42 -0.488153
  7 42 1.64143
  8 42 0.981621
  9 42 -1.37802
  10 42 -1.77036
  11 42 -0.190086
  12 42 -1.66219
  13 42 0.383307
  14 42 0.14157
  15 42 0.698425
  16 42 0.482842
  17 42 -0.406296
  18 42 -1.52799
  19 42 0.11099
  20 42 -0.480905
81900 20 840
  1 42 -0.384795
  2 42 0.550302
  3 42 -0.292525
  4 42 0.0706056
  5 42 -0.945073
  6 42 0.00439562
  7 42 -1.11007
  8 42 -1.20004
  9 42 0.749065
  10 42 -0.768205
  11 42 0.0273751
  12 42 -0.0954284
  13 42 0.0338666
  14 42 0.270634
  15 42 -1.46716
  16 42 1.15638
  17 42 0.64932
  18 42 2.11536
  19 42 -1.63335
  20 42 0.743481
82000 20 840
  1 42 0.124106
  2 42 -1.42136
  3 42 1.12398
  4 42 -0.275464
  5 42 0.318876
  6 42 -0.133321
  7 42 0.732676
  8 42 -0.364769
  9 42 -0.375924
  10 42 0.93405
  11 42 0.35348
  12 42 1.15945
  13 42 0.981371
  14 42 0.599073
  15 42 0.71961
  16 42 1.44444
  17 42 0.475888
  18 42 0.915063
  19 42 -1.41693
  20 42 1.49576
82100 20 840
  1 42 -1.80189
  2 42 0.19271
  3 42 1.71293
  4 42 0.491439
  5 42 0.882626
  6 42 0.365916
  7 42 -3.15089
  8 42 0.493301
  9 42 -1.56692
  10 42 -0.695365
  11 42 1.26869
  12 42 -1.49509
  13 42 -0.536373
  14 42 0.035609
  15 42 -0.0907284
  16 42 3.00782
  17 42 -0.396679
  18 42 0.130542
  19 42 1.94511
  20 42 1.43045
82200 20 840
  1 42 -0.461299
  2 42 0.411839
  3 42 -1.65473
  4 42 0.897201
  5 42 -0.462037
  6 42 0.154304
  7 42 -0.185564
  8 42 0.75808
  9 42 -1.20265
  10 42 0.995083
  11 42 0.992499
  12 42 0.673572
  13 42 -0.817422
  14 42 0.529088
  15 42 0.0292439
  16 42 1.45283
  17 42 1.12532
  18 42 -0.378316
  19 42 -0.771004
  20 42 -1.34087
82300 20 840
  1 42 -1.08417
  2 42 -1.55085
  3 42 -0.305584
  4 42 0.342559
  5 42 0.178078
  6 42 2.04606
  7 42 0.336752
  8 42 0.593107
  9 42 -0.208289
  10 42 0.212806
  11 42 -1.66865
  12 42 1.55002
  13 42 0.456951
  14 42 0.476149
  15 42 0.269625
  16 42 -1.0363
  17 42 0.0789199
  18 42 1.15455
  19 42 0.945764
  20 42 -1.53594
82400 20 840
  1 42 1.25242
  2 42 0.190878
  3 42 -0.0685433
  4 42 1.25064
  5 42 0.750833
  6 42 -0.956666
  7 42 -2.15833
  8 42 -0.523917
  9 42 1.20383
  10 42 0.00803018
  11 42 1.30602
  12 42 1.92582
  13 42 -0.0084929
  14 42 0.424175
  15 42 -0.516353
  16 42 -0.0668464
  17 42 0.746735
  18 42 -0.451841
  19 42 0.442042
  20 42 1.37295
82500 20 840
  1 42 0.237967
  2 42 -0.158988
  3 42 0.945519
  4 42 0.728017
  5 42 0.265645
  6 42 -0.951137
  7 42 -1.4848
  8 42 -0.732389
  9 42 0.0979504
  10 42 -1.0246
  11 42 -2.36388
  12 42 0.177813
  13 42 -0.854705
  14 42 -0.0735974
  15 42 -0.595425
  16 42 0.897869
  17 42 -0.661263
  18 42 2.07087
  19 42 0.322028
  20 42 1.3068
82600 20 840
  1 42 0.979164
  2 42 0.129851
  3 42 -1.28453
  4 42 0.752438
  5 42 1.47405
  6 42 -0.0260686
  7 42 0.479749
  8 42 -0.953564
  9 42 -1.1325
  10 42 -0.292159
  11 42 -1.78052
  12 42 1.66306
  13 42 1.75191
  14 42 0.130076
  15 42 0.970237
  16 42 -0.615105
  17 42 1.5139
  18 42 0.046517
  19 42 1.10575
  20 42 0.679312
82700 20 840
  1 42 0.713243
  2 42 -0.468282
  3 42 0.850523
  4 42 0.0114289
  5 42 0.147217
  6 42 -2.26307
  7 42 1.06943
  8 42 -0.587587
  9 42 0.287469
  10 42 0.365537
  11 42 -0.374235
  12 42 -0.288109
  13 42 1.08705
  14 42 0.560608
  15 42 -1.21482
  16 42 1.35085
  17 42 -0.336568
  18 42 -0.0730772
  19 42 0.188278
  20 42 -0.73645
82800 20 840
  1 42 -0.187553
  2 42 -0.947138
  3 42 1.33536
  4 42 -1.25923
  5 42 -1.43341
  6 42 -0.00726618
  7 42 0.353064
  8 42 0.270175
  9 42 1.17
  10 42 -0.969772
  11 42 1.08319
  12 42 -0.578802
  13 42 1.28659
  14 42 0.852227
  15 42 0.697643
  16 42 -0.931636
  17 42 0.014231
  18 42 -0.563746
  19 42 -0.331147
  20 42 -1.34907
82900 20 840
  1 42 0.822217
  2 42 -0.630367
  3 42 2.01325
  4 42 1.34306
  5 42 1.77872
  6 42 0.000563614
  7 42 0.948252
  8 42 -1.13128
  9 42 2.63305
  10 42 0.325713
  11 42 -2.08825
  12 42 -0.89027
  13 42 0.0434326
  14 42 0.0395307
  15 42 -1.21331
  16 42 -0.0860174
  17 42 0.845191
  18 42 0.472198
  19 42 -0.123204
  20 42 1.59925
83000 20 840
  1 42 -0.2405
  2 42 0.405859
  3 42 1.87232
  4 42 -0.436477
  5 42 0.565744
  6 42 1.68548
  7 42 -0.493267
  8 42 0.518238
  9 42 -0.381146
  10 42 -0.602087
  11 42 0.0323669
  12 42 0.15737
  13 42 0.349158
  14 42 0.11034
  15 42 0.40104
  16 42 -1.95234
  17 42 1.49632
  18 42 -0.60839
  19 42 -1.90769
  20 42 0.0554767
83100 20 840
  1 42 0.980093
  2 42 -0.67321
  3 42 -0.399933
  4 42 0.662025
  5 42 -2.02774
  6 42 1.80966
  7 42 0.272563
  8 42 0.599772
  9 42 -1.11508
  10 42 -0.991331
  11 42 0.293993
  12 42 -0.567135
  13 42 -1.14368
  14 42 -0.773792
  15 42 -2.22557
  16 42 1.15113
  17 42 -0.691652
  18 42 -0.0104463
  19 42 -0.64274
  20 42 1.42178
83200 20 840
  1 42 0.388976
  2 42 1.02971
  3 42 -0.320749
  4 42 0.8081
  5 42 -0.706436
  6 42 0.356572
  7 42 0.257634
  8 42 0.307586
  9 42 -1.03681
  10 42 1.4509
  11 42 2.32928
  12 42 0.955745
  13 42 0.0254046
  14 42 -0.103616
